bidNtceNo,bidNtceOrd,bidClsfcNo,rbidNo,ntceDivCd,bidNtceNm,prtcptCnum,bidwinnrNm,bidwinnrBizno,bidwinnrCeoNm,bidwinnrAdrs,bidwinnrTelNo,sucsfbidAmt,sucsfbidRate,rlOpengDt,dminsttCd,dminsttNm,rgstDt,fnlSucsfDate,fnlSucsfCorpOfcl
R25BK00785236,000,0,000,통050001,2025년 지하차도 배수시설 준설공사(연간단가),44,민우건설(주),3028113905,김만귀,"대전광역시 유성구 노은서로266번길 61, 계룡리슈빌스카이지하층 비03호 (지족동)",042-535-1338,126385860,88.427,2025-04-18 11:00:00,3660000,대전광역시 서구,2025-04-22 12:38:58,2025-04-22,
R25BK00752126,000,0,000,통050001,2025년 하수도 기계준설공사(연간단가),37,(주)물꼬건설,3058191593,박은남,"대전광역시 유성구 유성대로736번길 19, 606호(장대동, 넥스투빌)",042-320-9911,44128690,88.286,2025-04-04 11:00:00,3660000,대전광역시 서구,2025-04-08 15:01:37,2025-04-08,
R25BK00771194,000,0,000,통050001,계룡로(큰마을네거리~갈마육교) 일원 노후관 개량공사,199,대운토건주식회사,2328801695,김진욱,"대전광역시 서구 복수남로 31, 204호 (복수동)",042-586-8475,324423800,88.483,2025-04-15 11:00:00,6300114,대전광역시 상수도사업본부 수도시설관리소,2025-04-22 20:26:17,2025-04-22,
R25BK00776916,000,0,000,통050001,구 가수원교 내 노후 상수도관 이설공사,142,다우건설 주식회사,3148196705,전문수,"대전광역시 서구 한밭대로570번길 29-4, 201호(월평동, 갤러리빌8차)",042-385-0135,1268352000,87.405,2025-04-17 11:00:00,6300114,대전광역시 상수도사업본부 수도시설관리소,2025-04-24 11:00:00,2025-04-24,
R25BK00814646,000,0,000,통050001,송정동 48-2번지 수해복구공사,9,주식회사 일조건설,3188102136,김도은,"대전광역시 유성구 온천로 59, 1524호(봉명동, 동아벤처타워)",042-624-9896,67764900,89.121,2025-05-02 11:00:00,3670000,대전광역시 유성구,2025-05-02 14:45:39,2025-05-02,
R25BK00772902,000,0,000,통050001,2025년 맨홀 내 추락방지시설 설치공사,155,주식회사 지대건설,3098600314,임경희,대전광역시 서구 벌곡로 1099(괴곡동),042-587-0900,28955415,88.484,2025-04-16 11:00:00,3640000,대전광역시 동구,2025-04-25 14:14:28,2025-04-25,
R25BK00793977,000,0,000,통050001,산사태 취약지역(산서로 71번길) 배수관 정비사업,178,주식회사 해인물산,3148143912,민병집,"대전광역시 서구 도산로 185, 5층 (변동)",042-533-6586,92633400,88.36,2025-04-22 11:00:00,3650000,대전광역시 중구,2025-04-22 14:10:21,2025-04-22,
R25BK00744800,000,0,000,통050001,도로침수대비 배수시설 개량공사,155,아인건설(주),3148136503,김종구,대전광역시 유성구 신성로 66 (),042-862-5781,35451400,88.318,2025-04-01 11:00:00,3680000,대전광역시 대덕구,2025-04-01 13:18:50,2025-04-01,
R25BK00806274,000,0,000,통050001,봉명동 일원 하수관로 모르타르 제거 및 정비공사,77,주식회사 나은건설,3138103542,채선옥,대전광역시 서구 계룡로 306-0 (갈마동) 503호,042-535-6262,173254000,88.341,2025-04-29 11:00:00,3670000,대전광역시 유성구,2025-04-29 18:35:25,2025-04-29,
R25BK00764443,000,0,000,통050001,침산동 일원 배수시설 정비사업,208,주식회사 서영건설,4288700403,김영학,대전광역시 동구 산내로1287번길 81-9 (낭월동),070-4141-1627,294311400,89.163,2025-04-11 11:00:00,3650000,대전광역시 중구,2025-04-11 15:05:28,2025-04-11,
R25BK00761956,000,0,000,통050001,2025년 제2구역 하수도 긴급수선공사(연간단가),171,합자회사 풍암건설,3148116720,김헌영,"대전광역시 중구 대종로550번길 5-0 (선화동, 유원오피스텔) 701호",042-528-8800,404782360,88.432,2025-04-09 11:00:00,3660000,대전광역시 서구,2025-04-20 08:36:20,2025-04-20,
R25BK00765504,001,0,000,통050001,대전역세권 도시계획시설(도로) 중로2-675호선 개설공사,152,주식회사 옥토기술단,3078105768,김종완,"충청북도 옥천군 이원면 이원역길 34 , 에이동 401호",042-628-8222,451887100,88.354,2025-04-15 11:00:00,3640000,대전광역시 동구,2025-04-22 09:53:46,2025-04-22,
R25BK00781242,000,0,000,통050001,2025년 하수처리구역 외 지역 하수도 긴급수선공사(연간단가),182,대지건설 주식회사,3058603245,유자숙,"대전광역시 대덕구 아리랑로113번안길 4 (읍내동), 1층(읍내동)",042-624-9908,88910000,88.267,2025-04-17 11:00:00,3660000,대전광역시 서구,2025-04-18 17:11:08,2025-04-18,
R25BK00752643,000,0,000,통050001,대전신계초 외부환경개선공사,144,하이디건설주식회사,3058171068,박민기,대전광역시 유성구 복용로11번길 5-34 (복용동),042-637-5466,268373000,88.54,2025-04-04 11:00:00,7451000,대전광역시교육청 대전광역시서부교육지원청,2025-04-10 13:05:41,2025-04-10,
R25BK00777961,000,0,000,통050001,2025년 하수처리구역 외 지역 하수도 기계준설공사(연간단가),43,(주)태영기술,3148163771,현배,"대전광역시 유성구 유성대로 747 , 2층 (장대동)",042-585-4119,87783600,88.287,2025-04-16 11:00:00,3660000,대전광역시 서구,2025-04-22 12:41:07,2025-04-22,
R25BK00781105,000,0,000,통050001,2025년 도로 침수대비 배수시설 개량공사,173,(합)중앙수도,3068107991,강상훈,대전광역시 대덕구 덕암북로60번길 42 (덕암동),042-932-2912,43465280,88.259,2025-04-17 11:00:00,3660000,대전광역시 서구,2025-04-22 19:26:16,2025-04-22,
R25BK00854763,001,0,000,통050001,2025년 하수 BOX 준설공사,39,덕성이엔지 주식회사,6158136274,두병록,"대전광역시 동구 산서로1586번길 54,1층 (대별동)",042-522-5965,66875660,90.211,2025-05-23 11:00:00,3640000,대전광역시 동구,2025-07-01 16:28:32,2025-07-01,
R25BK00834476,000,0,000,통050001,오정동 310-8번지 일원 하수관로 정비공사,187,(유)주은건설,3148118107,강사길,대전광역시 유성구 복용남로 67-5 (복용동) 101호,042-822-3431,187539317,90.313,2025-05-14 11:00:00,3680000,대전광역시 대덕구,2025-05-14 14:39:19,2025-05-14,
R25BK00850027,000,0,000,통050001,2025년 공도누수 및 노후밸브 교체 수선공사(연간단가) 2차,179,주식회사 대양환경건설산업,6128601183,강대양,대전광역시 유성구 복용남로 67-10 (복용동),042-672-4985,79446490,90.344,2025-05-21 11:00:00,6300114,대전광역시 상수도사업본부 수도시설관리소,2025-05-21 11:25:27,2025-05-21,
R25BK00814646,000,0,000,통050001,송정동 48-2번지 수해복구공사,9,주식회사 일조건설,3188102136,김도은,"대전광역시 유성구 온천로 59, 1524호(봉명동, 동아벤처타워)",042-624-9896,67764900,89.121,2025-05-02 11:00:00,3670000,대전광역시 유성구,2025-05-02 14:45:39,2025-05-02,
R25BK00875503,000,0,000,통050001,송정지구 급경사지 붕괴위험지역 정비사업,142,(주)디엔건설,3148193620,김영국,"대전광역시 대덕구 대전로 1372 (읍내동), 3층 디엔건설",042-471-9280,365413000,90.395,2025-06-05 11:00:00,3670000,대전광역시 유성구,2025-06-10 13:53:28,2025-06-10,
R25BK00825168,000,0,000,통050001,2025년 상반기 지하차도 준설공사,43,(주)은진건설,3128174137,이진영,대전광역시 유성구 학하동로63번길 88-12 (학하동),042-822-0771,38545730,90.095,2025-05-09 11:00:00,3650000,대전광역시 중구,2025-05-12 09:53:49,2025-05-12,
R25BK00879833,000,0,000,통050001,2025년 지하차도․지하보도 준설공사,42,주식회사 케이케이,7908602032,이풍한,대전광역시 대덕구 신탄진로162번길 156 (연축동),042-272-3689,43696730,90.203,2025-06-10 11:00:00,3640000,대전광역시 동구,2025-06-19 10:30:24,2025-06-19,
R25BK00828544,000,0,000,통050001,중리동 410-2번지 일원 관세척 공사,3,(주)은진건설,3128174137,이진영,대전광역시 유성구 학하동로63번길 88-12 (학하동),042-822-0771,39668830,90.242,2025-05-13 11:00:00,6300119,대전광역시 상수도사업본부 대덕사업소,2025-05-13 16:12:29,2025-05-13,
R25BK00877959,000,0,000,통050001,가정로(승적골삼거리~신성교) 일원 노후관 개량공사,167,주식회사 케이케이,7908602032,이풍한,대전광역시 대덕구 신탄진로162번길 156 (연축동),042-272-3689,226027000,88.542,2025-06-05 11:00:00,6300114,대전광역시 상수도사업본부 수도시설관리소,2025-06-17 15:55:23,2025-06-17,
R25BK00840279,000,0,000,통050001,선화용두재정비촉진지구 용두동존치관리구역 주차장 조성공사,122,주식회사 에이치비텍,8988601415,이선영,대전광역시 대덕구 대전로1044번길 20,042-672-6694,271358196,90.46,2025-05-16 11:00:00,3650000,대전광역시 중구,2025-05-16 14:37:06,2025-05-16,
R25BK00825231,000,0,000,통050001,대전천서로181번길 일원 하수관로 정비공사,191,(주)씨엠건설조경,4388102537,이률,"대전광역시 유성구 온천로 59, 1918호(봉명동,동아벤처타워)",042-710-0850,122593600,90.469,2025-05-09 11:00:00,3650000,대전광역시 중구,2025-05-09 15:31:01,2025-05-09,
R25BK00832668,000,0,000,통050001,와동 384번지 일원 구거정비공사,185,(주)세진환경건설,3068132016,남상기,대전광역시 대덕구 대화로 160.9-317(산업유통단지.대화동),042-670-6445,57481314,90.261,2025-05-14 11:00:00,3680000,대전광역시 대덕구,2025-05-14 14:38:35,2025-05-14,
R25BK00828369,000,0,000,통050001,오정동 740-3번지 일원 관세척 공사,3,주식회사 와텍,1298196918,이규환,"대전광역시 대덕구 대화로 120, 508호 내지 512호",042-483-2563,65526800,91.026,2025-05-13 11:00:00,6300119,대전광역시 상수도사업본부 대덕사업소,2025-05-13 17:21:49,2025-05-13,
R25BK00838159,000,0,000,통050001,Y27블럭(지족동 841번지 일원) 관세척공사,4,주식회사 베타 (BETA Corporation),4578700380,유희창,"충청북도 옥천군 옥천읍 서대구일로 50, 101호(우림토건사옥)",043-733-9183,107865000,90.767,2025-05-20 11:00:00,6300118,대전광역시 상수도사업본부 유성사업소,2025-05-22 10:32:39,2025-05-22,
R25BK00875503,000,0,000,통050001,송정지구 급경사지 붕괴위험지역 정비사업,142,(주)디엔건설,3148193620,김영국,"대전광역시 대덕구 대전로 1372 (읍내동), 3층 디엔건설",042-471-9280,365413000,90.395,2025-06-05 11:00:00,3670000,대전광역시 유성구,2025-06-10 13:53:28,2025-06-10,
R25BK00910650,000,0,000,통050001,송촌 및 관저배수지 보수·보강공사,160,유한회사태양건설,4028141905,김성열,"대전광역시 서구 둔산대로117번길 44, 엑스포오피스텔 1017호 (만년동)",042-826-4800,44607530,90.187,2025-06-24 11:00:00,6300114,대전광역시 상수도사업본부 수도시설관리소,2025-06-24 16:11:03,2025-06-24,
R25BK00879833,000,0,000,통050001,2025년 지하차도․지하보도 준설공사,42,주식회사 케이케이,7908602032,이풍한,대전광역시 대덕구 신탄진로162번길 156 (연축동),042-272-3689,43696730,90.203,2025-06-10 11:00:00,3640000,대전광역시 동구,2025-06-19 10:30:24,2025-06-19,
R25BK00892848,000,0,000,통050001,중촌동 일원 하수시설 설치공사,59,대명포장건설(유),3148165482,김억종,"대전광역시 중구 계룡로874번길 13-0 (오류동), 4층",042-534-8012,166194400,90.405,2025-06-13 11:00:00,3650000,대전광역시 중구,2025-06-13 13:37:39,2025-06-13,
R25BK00931322,000,0,000,통050001,2025년 우기대비 빗물받이 정비공사,63,(주)씨엠건설조경,4388102537,이률,"대전광역시 유성구 온천로 59, 1918호(봉명동,동아벤처타워)",042-710-0850,181451000,90.368,2025-07-03 11:00:00,3680000,대전광역시 대덕구,2025-07-04 10:15:08,2025-07-04,
R25BK00877959,000,0,000,통050001,가정로(승적골삼거리~신성교) 일원 노후관 개량공사,167,주식회사 케이케이,7908602032,이풍한,대전광역시 대덕구 신탄진로162번길 156 (연축동),042-272-3689,226027000,88.542,2025-06-05 11:00:00,6300114,대전광역시 상수도사업본부 수도시설관리소,2025-06-17 15:55:23,2025-06-17,
R25BK00930156,000,0,000,통050001,2025년 우기대비 빗물받이 준설사업,44,신우건설이엔지 주식회사,6988600460,신현옥,대전광역시 유성구 학산로 5-0 (계산동),042-823-3141,173451670,90.24,2025-07-02 11:00:00,3650000,대전광역시 중구,2025-07-02 15:36:45,2025-07-02,
R25BK00900139,000,0,000,통050001,도룡동 3-6번지 배수시설 개량공사,171,(합)중앙수도,3068107991,강상훈,대전광역시 대덕구 덕암북로60번길 42 (덕암동),042-932-2912,45399440,90.14,2025-06-18 11:00:00,3670000,대전광역시 유성구,2025-06-23 18:39:04,2025-06-23,
R25BK00880284,000,0,000,통050001,대전노은 상록아파트 주차장 트렌치 설치공사,140,민우건설(주),3028113905,김만귀,"대전광역시 유성구 노은서로266번길 61, 계룡리슈빌스카이지하층 비03호 (지족동)",042-535-1338,40712800,87.746,2025-06-13 11:00:00,B552640,공무원연금공단,2025-06-24 14:32:47,2025-06-24,
R25BK00919899,000,0,000,통050001,대전도시과학고 오수관로개선 및 기타공사 입찰 공고,64,(주)씨엠건설조경,4388102537,이률,"대전광역시 유성구 온천로 59, 1918호(봉명동,동아벤처타워)",042-710-0850,195935000,89.202,2025-06-26 11:00:00,7430000,대전광역시교육청,2025-07-07 09:32:17,2025-07-07,
R25BK00933174,000,0,000,통050001,신탄진동로 36번길 일원 비상관로 신설공사,184,(주)태영기술,3148163771,현배,"대전광역시 유성구 유성대로 747 , 2층 (장대동)",042-585-4119,291300800,88.479,2025-07-08 11:00:00,6300114,대전광역시 상수도사업본부 수도시설관리소,2025-07-21 09:19:18,2025-07-21,
R25BK00882501,000,0,001,통050001,목상동 869번지 일원 하수관로 정비공사,167,주식회사 대림원,3148196568,정옥단,대전광역시 동구 계족로 440-0 (용전동),042-320-8811,195939700,90.327,2025-06-10 11:00:00,3680000,대전광역시 대덕구,2025-06-12 11:05:39,2025-06-12,
R25BK00902291,000,0,000,통050001,보문1구역 소로3-대사23호선 외 3개 노선 도로개설공사,136,(유)주은건설,3148118107,강사길,대전광역시 유성구 복용남로 67-5 (복용동) 101호,042-822-3431,415027100,88.432,2025-06-18 11:00:00,3650000,대전광역시 중구,2025-06-19 17:21:57,2025-06-19,
R25BK00937746,000,0,000,통050001,2025년 여름철 우기대비 하수관로 기계준설공사(제2구역),38,서전건설산업(주),3058122043,이종현,"대전광역시 서구 대덕대로249번길 15-0 (둔산동, 6층)",042-472-8743,54103000,89.9,2025-07-08 11:00:00,3660000,대전광역시 서구,2025-07-09 17:49:50,2025-07-09,
R25BK00950169,000,0,000,통050001,대흥동 340-37번지 일원 노후관 개량공사,179,주식회사 지승건설,3608100838,김재용,대전광역시 서구 둔산로 133-0 (둔산동) 현대아이텔 925호,042-488-4868,109512600,90.346,2025-07-16 11:00:00,6300116,대전광역시 상수도사업본부 중부사업소,2025-07-17 13:55:45,2025-07-17,
R25BK00931322,000,0,000,통050001,2025년 우기대비 빗물받이 정비공사,63,(주)씨엠건설조경,4388102537,이률,"대전광역시 유성구 온천로 59, 1918호(봉명동,동아벤처타워)",042-710-0850,181451000,90.368,2025-07-03 11:00:00,3680000,대전광역시 대덕구,2025-07-04 10:15:08,2025-07-04,
R25BK00941381,000,0,000,통050001,2025년 여름철 우기대비 준설공사,40,주식회사 예담건설,3178111710,김동인,"대전광역시 서구 청사로 148-0 (둔산동) 매그놀리아, 610호",***********,97911470,90.302,2025-07-09 11:00:00,3640000,대전광역시 동구,2025-07-10 13:36:47,2025-07-10,
R25BK00949597,000,0,000,통050001,관저동 1256번지 일원 외 1개소 관세척 공사,3,주식회사 와텍,1298196918,이규환,"대전광역시 대덕구 대화로 120, 508호 내지 512호",042-483-2563,86485800,91.286,2025-07-16 11:00:00,6300320,대전광역시 상수도사업본부 서부사업소,2025-07-21 09:19:50,2025-07-21,
R25BK00930156,000,0,000,통050001,2025년 우기대비 빗물받이 준설사업,44,신우건설이엔지 주식회사,6988600460,신현옥,대전광역시 유성구 학산로 5-0 (계산동),042-823-3141,173451670,90.24,2025-07-02 11:00:00,3650000,대전광역시 중구,2025-07-02 15:36:45,2025-07-02,
R25BK00933174,000,0,000,통050001,신탄진동로 36번길 일원 비상관로 신설공사,184,(주)태영기술,3148163771,현배,"대전광역시 유성구 유성대로 747 , 2층 (장대동)",042-585-4119,291300800,88.479,2025-07-08 11:00:00,6300114,대전광역시 상수도사업본부 수도시설관리소,2025-07-21 09:19:18,2025-07-21,
R25BK00937563,000,0,000,통050001,2025년 여름철 우기대비 하수관로 기계준설공사(제1구역),38,(자)삼정엔지니어링,3148110236,신영국,대전광역시 유성구 갑동로25번길 142-0 (갑동),042-823-7072,53695500,89.94,2025-07-08 11:00:00,3660000,대전광역시 서구,2025-07-09 12:59:59,2025-07-09,
R25BK01026093,000,0,000,통050001,갈전동 487번지 일원 배수시설 정비공사,180,상천건설(주),3148140384,상병찬,대전광역시 중구 목척1길 21-0 (은행동),042-824-7671,47078150,90.163,2025-08-29 11:00:00,3680000,대전광역시 대덕구,2025-09-01 14:41:57,2025-09-01,
R25BK01014058,000,0,000,통050001,유성생명과학고 환경친화적 운동장 재조성공사 입찰 공고,147,주식회사 다바정건설,6928600410,박남선,"대전광역시 동구 한밭대로1297번길 9, 5층 502호(용전동, 종근당빌딩)",042-226-8487,418370000,90.293,2025-08-25 11:00:00,7430000,대전광역시교육청,2025-09-09 11:05:42,2025-09-09,
R25BK01020046,000,0,000,통050001,회덕정수장 시설 개선공사,152,주식회사 예담건설,3178111710,김동인,"대전광역시 서구 청사로 148-0 (둔산동) 매그놀리아, 610호",***********,530523000,90.347,2025-08-29 11:00:00,6300111,대전광역시 상수도사업본부 송촌정수사업소,2025-09-02 15:38:05,2025-09-02,
R25BK01034028,000,0,000,통050001,"2025년 공도누수 및 노후밸브 교체 수선공사(연간단가, 3차)",181,주식회사 도길건설,2988101298,이금순,"대전광역시 동구 미래길 76, 1층 102호(소제동)",042-625-2410,151904290,90.384,2025-09-04 11:00:00,6300114,대전광역시 상수도사업본부 수도시설관리소,2025-09-05 14:29:47,2025-09-05,
R25BK00998121,000,0,000,통050001,변동 31-59번지 일원 노후관 개량공사,179,(주)디엔건설,3148193620,김영국,"대전광역시 대덕구 대전로 1372 (읍내동), 3층 디엔건설",042-471-9280,300878000,90.3,2025-08-19 11:00:00,6300114,대전광역시 상수도사업본부 수도시설관리소,2025-08-25 09:41:07,2025-08-25,
R25BK00998334,000,0,000,통050001,2025년 도로 침수대비 배수시설 개량 및 정비사업,159,로이산업개발(주),3058637691,박윤정,대전광역시 중구 어덕마을로150번길 12-0 (중촌동),042-257-8031,43740432,90.281,2025-08-12 11:00:00,3650000,대전광역시 중구,2025-08-14 19:23:41,2025-08-14,
R25BK01041735,000,0,000,통050001,용두동 30-21번지 일원 노후관 개량공사,189,서전건설산업(주),3058122043,이종현,"대전광역시 서구 대덕대로249번길 15-0 (둔산동, 6층)",042-472-8743,133871000,90.546,2025-09-10 11:00:00,6300116,대전광역시 상수도사업본부 중부사업소,2025-09-10 16:28:55,2025-09-10,
R25BK01070070,000,0,000,통050001,2025년 하반기 제1구역 하수도 긴급수선공사,183,유정산업개발 주식회사,3148158185,권대규,대전광역시 서구 도솔로 225-1 (내동),042-537-0331,173014200,90.245,2025-09-26 11:00:00,3660000,대전광역시 서구,2025-09-26 12:45:16,2025-09-26,
R25BK01077456,000,0,000,통050001,평촌동 102-15번지 일원 노후관 개량공사,185,디아이건설(주),3148642728,김선영,"대전광역시 동구 대종로 9-17, 솔로몬 2층(대성동)",042-622-3013,107743614,90.336,2025-10-17 11:00:00,6300119,대전광역시 상수도사업본부 대덕사업소,2025-10-20 15:59:14,2025-10-20,
R25BK01070226,000,0,000,통050001,2025년 하반기 제2구역 하수도 긴급수선공사,184,한주건설주식회사,3058199159,김윤언,대전광역시 동구 동대전로 262-0 (가양동),042-622-4616,171438000,90.265,2025-09-26 11:00:00,3660000,대전광역시 서구,2025-09-26 14:46:16,2025-09-26,
R25BK01079045,000,0,000,통050001,화산천 화장실 설치공사,30,주식회사 케이케이,7908602032,이풍한,대전광역시 대덕구 신탄진로162번길 156 (연축동),042-272-3689,30206700,90.626,2025-10-17 11:00:00,3670000,대전광역시 유성구,2025-10-20 13:15:57,2025-10-20,
R25BK01063973,000,0,000,통050001,대전자양초 외부환경개선공사(전문),30,주식회사 제이엘건설,3058186561,정화준,"대전광역시 유성구 동서대로656번길 34-5, 5층(용계동,제이엘빌딩)",042-584-5600,192772480,90.816,2025-09-24 11:00:00,7441000,대전광역시교육청 대전광역시동부교육지원청,2025-09-24 17:16:08,2025-09-24,
R25BK01040711,000,0,000,통050001,Y14블럭(전민동 365-2번지 일원) 노후관 개량공사,188,주식회사 성화환경건설,3148158128,최관묵,대전광역시 대덕구 덕암로174번길 43-0 (평촌동),042-935-0073,150713492,90.523,2025-09-10 11:00:00,6300118,대전광역시 상수도사업본부 유성사업소,2025-09-11 13:09:37,2025-09-11,
R25BK01034028,000,0,000,통050001,"2025년 공도누수 및 노후밸브 교체 수선공사(연간단가, 3차)",181,주식회사 도길건설,2988101298,이금순,"대전광역시 동구 미래길 76, 1층 102호(소제동)",042-625-2410,151904290,90.384,2025-09-04 11:00:00,6300114,대전광역시 상수도사업본부 수도시설관리소,2025-09-05 14:29:47,2025-09-05,
R25BK01075213,000,0,000,통050001,송촌동 446-1번지 일원 노후관 개량공사,189,이오건설(주),3148125063,이재환,대전광역시 서구 월평새뜸로4번길 96 (월평동),042-472-0811,149370000,90.436,2025-10-15 16:00:00,6300119,대전광역시 상수도사업본부 대덕사업소,2025-10-17 13:02:29,2025-10-17,
R25BK01048180,000,0,000,통050001,2025년 하수시설물 긴급보수공사 연간단가(추가분),171,상천건설(주),3148140384,상병찬,대전광역시 중구 목척1길 21-0 (은행동),042-824-7671,160324130,90.357,2025-09-12 11:00:00,3680000,대전광역시 대덕구,2025-09-15 15:18:44,2025-09-15,
R25BK01050501,000,0,000,통050001,2025년 하수도 수선공사[연간단가] 2차,181,형원건설산업 주식회사,4928701330,김염자,"대전광역시 유성구 온천로 45, 알파동 1830호(봉명동,  유성푸르지오시티)",070-7601-0046,136669800,90.583,2025-09-16 11:00:00,3670000,대전광역시 유성구,2025-09-16 18:13:05,2025-09-16,
R25BK01075790,000,0,000,통050001,중리동 178-1번지 일원 노후관 개량공사,189,주식회사 성화환경건설,3148158128,최관묵,대전광역시 대덕구 덕암로174번길 43-0 (평촌동),042-935-0073,144380886,90.574,2025-10-15 16:00:00,6300119,대전광역시 상수도사업본부 대덕사업소,2025-10-17 10:50:03,2025-10-17,
R25BK01042848,000,0,000,통050001,유천동 210-8번지 일원 노후관 개량공사,187,천도이앤씨 주식회사,4738601967,안대영,"대전광역시 대덕구 대화로 160, 2동 324호",042-624-0480,132449500,90.342,2025-09-10 11:00:00,6300116,대전광역시 상수도사업본부 중부사업소,2025-09-11 10:44:24,2025-09-11,
R25BK01035176,000,0,000,통050001,변동 18번지 일원 노후관 개량공사,184,유한회사태양건설,4028141905,김성열,"대전광역시 서구 둔산대로117번길 44, 엑스포오피스텔 1017호 (만년동)",042-826-4800,197107700,90.462,2025-09-05 11:00:00,6300000,대전광역시,2025-09-05 16:37:11,2025-09-05,
R25BK01093720,000,0,000,통050001,2025년 하수도시설물 긴급수선공사(추가),185,(주)명지공영,3078146610,김효철,"대전광역시 유성구 대학로 31 (봉명동, 한진리조트오피스텔) 720호",042-544-4809,188757000,90.298,2025-10-21 11:00:00,3650000,대전광역시 중구,2025-10-21 17:03:49,2025-10-21,
R25BK01102257,000,0,000,통050001,가오동 701번지 일원 급배수관 신설공사,173,(주)피엘건설,3148646501,박범예,"대전광역시 유성구 온천북로33번길 22-26, 2층 203호(봉명동)",042-542-3779,42988000,90.365,2025-10-23 11:00:00,6300318,대전광역시 상수도사업본부 동부사업소,2025-10-24 10:43:27,2025-10-24,
R25BK01077456,000,0,000,통050001,평촌동 102-15번지 일원 노후관 개량공사,185,디아이건설(주),3148642728,김선영,"대전광역시 동구 대종로 9-17, 솔로몬 2층(대성동)",042-622-3013,107743614,90.336,2025-10-17 11:00:00,6300119,대전광역시 상수도사업본부 대덕사업소,2025-10-20 15:59:14,2025-10-20,
R25BK01125162,000,0,000,통050001,신탄진동 121-1번지 일원 하수관로 정비공사,184,주식회사 와텍,1298196918,이규환,"대전광역시 대덕구 대화로 120, 508호 내지 512호",042-483-2563,128846800,90.258,2025-11-05 11:00:00,3680000,대전광역시 대덕구,2025-11-05 14:50:40,2025-11-05,
R25BK01079045,000,0,000,통050001,화산천 화장실 설치공사,30,주식회사 케이케이,7908602032,이풍한,대전광역시 대덕구 신탄진로162번길 156 (연축동),042-272-3689,30206700,90.626,2025-10-17 11:00:00,3670000,대전광역시 유성구,2025-10-20 13:15:57,2025-10-20,
R25BK01075213,000,0,000,통050001,송촌동 446-1번지 일원 노후관 개량공사,189,이오건설(주),3148125063,이재환,대전광역시 서구 월평새뜸로4번길 96 (월평동),042-472-0811,149370000,90.436,2025-10-15 16:00:00,6300119,대전광역시 상수도사업본부 대덕사업소,2025-10-17 13:02:29,2025-10-17,
R25BK01075790,000,0,000,통050001,중리동 178-1번지 일원 노후관 개량공사,189,주식회사 성화환경건설,3148158128,최관묵,대전광역시 대덕구 덕암로174번길 43-0 (평촌동),042-935-0073,144380886,90.574,2025-10-15 16:00:00,6300119,대전광역시 상수도사업본부 대덕사업소,2025-10-17 10:50:03,2025-10-17,
R25BK01108837,000,0,000,통050001,대흥동 198-1 일원 하수관로 정비공사,141,대송제이건설(주),6288802032,박미형,대전광역시 서구 복수남로 56-0 (복수동) 3층 302호,042-342-5337,62577500,90.104,2025-10-28 11:00:00,3650000,대전광역시 중구,2025-11-04 09:31:05,2025-11-04,
R25BK01125829,000,0,000,통050001,2025년 하수도 긴급보수 연간단가(2차),170,건설수도(합),3148100228,임광혁,대전광역시 유성구 학하남로99번길 14-17 (학하동),042-531-1188,374978000,90.317,2025-11-11 11:00:00,3640000,대전광역시 동구,2025-11-20 16:00:10,2025-11-20,
R25BK01103882,000,0,000,통050001,동방고등학교 운동장 포장 및 기타공사,66,주식회사 한길토건,5588600594,조미경,대전광역시 서구 구봉산북로21번길 32-14. 2층(관저동),042-587-8772,157175000,90.212,2025-10-27 11:00:00,7430244,대전광역시교육청 동방고등학교,2025-10-27 11:35:11,2025-10-27,
R25BK01084407,000,0,000,통050001,가수원동 등 2개소 관세척공사,4,(주)크린텍,3158133251,김진석,"대전광역시 서구 둔산대로117번길 44, 엑스포오피스텔1차301호 (만년동)",042-524-9400,157850000,90.742,2025-10-17 11:00:00,6300114,대전광역시 상수도사업본부 수도시설관리소,2025-10-22 10:30:49,2025-10-22,
R25BK01084607,000,0,000,통050001,비룡동 251-2번지 일원 급배수관 신설공사,183,정석건설 주식회사,3148148498,조석환,"대전광역시 서구 복수동로51번길 58, 4층(복수동, 송산빌딩)",042-531-5131,104539800,90.365,2025-10-17 11:00:00,6300318,대전광역시 상수도사업본부 동부사업소,2025-10-23 13:27:52,2025-10-23,
R25BK01125759,000,0,000,통050001,2025년 하수시설물 긴급보수공사 연간단가 추가분(2차),179,주식회사 성화이엔지,1328133447,이서정,"대전광역시 동구 대전로316번길 10, 101호(대성동,그린나래빌)",042-252-9893,91105021,90.286,2025-11-06 11:00:00,3680000,대전광역시 대덕구,2025-11-06 16:01:46,2025-11-06,
R25BK01097568,000,0,000,통050001,흑석동 835번지 일원 외 1개소 관세척공사,5,주식회사 와텍,1298196918,이규환,"대전광역시 대덕구 대화로 120, 508호 내지 512호",042-483-2563,107600710,90.514,2025-10-23 11:00:00,6300320,대전광역시 상수도사업본부 서부사업소,2025-10-28 10:27:24,2025-10-28,
R25BK01113008,000,0,000,통050001,유성천 화장실 오수관로 보수공사,152,주식회사 지대건설,3098600314,임경희,대전광역시 서구 벌곡로 1099(괴곡동),042-587-0900,29411571,90.211,2025-10-30 11:00:00,3670000,대전광역시 유성구,2025-11-03 11:04:59,2025-11-03,
